"x","y","min.cover","max.cover","mean.cover","count"
678542.4,4475917.6,5,100,80.3733333333333,75
678733.448275862,4476237.93103448,3,100,64.8965517241379,29
678540,4476363.52941176,3,100,54.9411764705882,17
678881.818181818,4476374.54545455,3,100,67.5454545454545,33
679072,4476514,7,88,43.1333333333333,15
679157.5,4476510,2,80,31.5833333333333,12
678956.666666667,4476620,4,79,45.7777777777778,9
679300,4476635,10,55,33.3333333333333,6
679298.571428571,4476617.14285714,4,67,27.1428571428571,7
679508.181818182,4477197.27272727,4,87,37.7272727272727,11
680290.625,4477389.375,4,100,77.4375,48
680831.538461538,4478222.30769231,2,100,45.2307692307692,26
681436.153846154,4478321.53846154,6,100,65.0769230769231,13
681366.470588235,4478524.70588235,2,100,71.8627450980392,51
681234.827586207,4478878.96551724,2,100,62.6896551724138,29
681579.807692308,4478944.03846154,3,100,76.5,52
682854.098360656,4479502.62295082,2,100,73.327868852459,61
682611.176470588,4479681.17647059,4,100,65.4117647058823,17
682755,4479750,8,100,64.3055555555556,36
683108.29787234,4479585.95744681,2,100,76.1702127659574,47
683595.789473684,4479731.84210526,3,100,65,38
683018.571428571,4483352.14285714,6,100,76.6428571428571,42
683468.653846154,4483247.88461538,3,100,75.0769230769231,52
689120,4479765.5,2,100,73.9666666666667,60
728902.894736842,4492332.23684211,3,100,76.6710526315789,76
728570.64516129,4492424.51612903,3,100,78.7741935483871,93
728806.688741722,4492675.23178808,2,100,81.5033112582781,151
702039.375,4491243.75,4,100,73.825,80
703239.579831933,4491741.93277311,7,100,84.9159663865546,119
705721.132075472,4496902.64150943,2,100,70.6037735849057,53
677211.923076923,4488131.53846154,3,100,59.0384615384615,26
677351.25,4488264.375,2,100,70.8958333333333,48
676882,4490092.8,2,100,77.7333333333333,75
674170.384615385,4492073.53846154,2,100,83.1538461538462,130
676818.987341772,4492435.82278481,2,100,77.746835443038,79
676707.142857143,4492820.28571429,2,100,77.9714285714286,105
676696.846153846,4493583.23076923,2,100,81.7307692307692,130
676467.230769231,4493361.23076923,2,100,73.4,65
676180.776699029,4494027.96116505,2,100,78.8252427184466,103
673138.481012658,4497189.49367089,3,100,74.0253164556962,79
707761.578947368,4493829.47368421,4,100,82.6140350877193,114
707615.769230769,4494568.84615385,4,100,75.3269230769231,52
707835.9,4494653.7,2,100,78.86,100
706678.163265306,4496411.02040816,3,100,78,98
706989,4495517.5,3,100,81.8166666666667,120
707398.5,4495429.5,5,100,66.25,20
709915.714285714,4493314.28571429,7,100,69.4642857142857,56
709387.2,4492496.4,2,100,67.98,50
709288.392857143,4492919.46428571,3,100,73.1964285714286,56
708386.727272727,4493347.63636364,2,100,78.9727272727273,110
708361.25,4493083.33333333,5,100,78.3611111111111,72
707867.628865979,4493114.84536082,2,100,80.3298969072165,97
707138.241758242,4493160.32967033,2,100,76.9450549450549,91
706907.272727273,4493237.27272727,7,100,76.6969696969697,33
706455,4493235,10,100,66.4166666666667,24
706661.818181818,4493232.72727273,3,100,73.969696969697,33
706521.904761905,4493427.14285714,2,100,81.8095238095238,63
706225.862068966,4493100,4,100,79.5057471264368,87
706210.8,4493404.8,2,100,76.0133333333333,75
705774.74025974,4493428.05194805,2,100,83.551948051948,154
704473.695652174,4493302.17391304,4,100,69.7391304347826,46
702603.352941177,4494600.35294118,2,100,81.5235294117647,170
701662.916666667,4495090.83333333,4,100,83.3888888888889,72
695258.47826087,4481373.91304348,3,100,66.0217391304348,46
694102.580645161,4482518.70967742,2,100,81.6881720430108,93
693810,4483237.5,3,100,45,12
693654,4483078,2,100,74.25,60
691367.8125,4487204.0625,2,100,73.8125,64
691566.081081081,4487391.48648649,4,100,73.9864864864865,74
690532.317073171,4488681.95121951,2,100,75.2682926829268,82
690347.432432432,4488405.4054054,2,100,76.2837837837838,74
689862.413793103,4489459.65517241,2,100,80.0172413793103,116
689332.574257426,4489937.82178218,3,100,79.5742574257426,101
689089.125,4491184.125,2,100,80.3625,160
689089.306930693,4491589.9009901,2,100,77.0990099009901,101
688200,4491549.84375,3,100,73.875,64
687497.142857143,4490959.28571429,2,100,77.0357142857143,84
687507.777777778,4491355.55555556,9,100,63.6296296296296,27
684452.8125,4467777.1875,3,100,54.1875,96
683253.870967742,4467460.16129032,2,100,60.4516129032258,62
683453.916083916,4467738.25174825,2,100,80.9300699300699,143
679460,4467735,2,100,69.8125,48
674314.736842105,4468877.36842105,6,100,57.7368421052632,19
674415.9375,4469045.625,2,100,61.375,32
673879.701492537,4470788.05970149,2,100,75.4328358208955,67
673725,4472880,2,100,45.875,16
674589.130434783,4474650,3,100,52.6521739130435,23
674669.387755102,4474545.91836735,2,100,63.1224489795918,49
675781.153846154,4477135.38461538,6,100,66.1538461538462,26
675640.909090909,4478473.63636364,4,70,33.6363636363636,11
672354.705882353,4478937.73109244,2,100,80.546218487395,119
672191.25,4478779.82142857,3,100,74,56
672182.222222222,4479980,2,100,52.7037037037037,27
677564.482758621,4482617.5862069,2,100,59.3448275862069,29
677833.333333333,4482479.25925926,4,100,80.9876543209877,81
677627,4483120,2,100,58.5333333333333,30
677975.192307692,4483006.15384615,2,100,73.9423076923077,52
677789.35483871,4483240.96774194,6,100,79.8279569892473,93
678412.325581395,4484315.81395349,3,100,79.8527131782946,129
677920.85106383,4483596.38297872,2,100,69.4468085106383,47
677817.1875,4483785.46875,2,100,76.6875,64
683366.712328767,4482785.34246575,2,100,77.1780821917808,73
683291.739130435,4482988.69565217,10,100,60.4782608695652,23
685123.75,4483930,2,100,58.625,24
685375.714285714,4484178.42857143,3,100,60.7571428571429,70
685104.117647059,4488631.47058824,2,100,80.4705882352941,102
685011.136363636,4488902.04545455,4,100,71.4090909090909,44
683376,4486957.875,2,100,77.0125,80
706586.571428571,4483215.85714286,4,100,81.0571428571429,70
706231.595744681,4483454.04255319,3,100,85.2446808510638,188
706531.704545455,4484075.28409091,3,100,84.1534090909091,176
706464.705882353,4485289.41176471,4,100,64.9019607843137,51
706181.603773585,4484179.24528302,4,100,77.377358490566,106
705845.15625,4488194.53125,3,100,81.5,128
705610.563380282,4489117.18309859,2,100,76.4366197183099,71
705250.317460318,4489227.61904762,3,100,81.2857142857143,189
705751.411764706,4489414.94117647,3,100,82.8176470588235,170
704416.75,4491797.25,2,100,81.075,120
704532.362637363,4491274.12087912,2,100,86.5824175824176,182
710729.189189189,4484432.83783784,3,100,76,74
711659.210526316,4484643.15789474,5,100,81.1578947368421,76
709216.551724138,4485527.06896552,10,100,88.7471264367816,174
709745.546218487,4485540,4,100,81.9663865546218,119
709770,4486170,2,100,85.5809523809524,105
709775.675675676,4485113.51351351,3,100,88.2432432432432,111
710162.967032967,4485130.54945055,3,100,82.0769230769231,91
710791.35,4484987.85,6,100,87.81,200
676393.043478261,4494120,2,100,67.4565217391304,46
688917.123287671,4491816.57534247,3,100,75.5479452054795,73
688313.389830509,4491280.6779661,6,100,76.0508474576271,59
674222.592592593,4491797.03703704,5,100,80.8395061728395,81
676897.040816327,4492946.02040816,3,100,80.734693877551,98
712468.760330579,4483553.80165289,2,100,80.1322314049587,121
693980.425531915,4482150.31914894,2,100,80.9574468085106,94
686316.585365854,4468308.29268293,5,100,65.8048780487805,41
691123.793103448,4488027.24137931,5,100,77.8045977011494,87
684116.307692308,4486150.61538462,2,100,76.5384615384615,65
672920.769230769,4483869.23076923,4,100,66.7435897435897,39
673619,4484694,3,100,60.6333333333333,30
673902.307692308,4484720,6,100,74.6923076923077,39
673903.636363636,4485703.09090909,3,100,72.6,55
673864.21875,4485423.28125,5,100,73.78125,64
673672.24137931,4487071.55172414,2,100,73.1034482758621,58
677174.189189189,4491143.10810811,4,100,77.554054054054,74
672634.342105263,4494593.28947368,2,100,72.1447368421053,76
675521.4,4497372.6,3,100,80.99,100
674596.666666667,4498853.33333333,2,100,60.6666666666667,27
709260,4486050,10,100,85.5481481481481,135
708980.09569378,4486165.6937799,4,100,79.8038277511962,209
708472.417582418,4486119.23076923,2,100,75.7142857142857,91
707617.547169811,4479413.77358491,3,100,85.377358490566,159
707566.470588235,4480576.76470588,3,100,92.0539215686274,204
707134.918032787,4480587.04918033,4,100,80.9262295081967,122
707073.664122137,4481378.70229008,2,100,83.7404580152672,131
706734.677419355,4481325.48387097,4,100,81.7903225806452,124
706890.975609756,4481696.09756098,2,100,79.7154471544715,123
706556.4,4481736.24,4,100,78.584,125
706252.222222222,4482754.44444444,2,100,78.1018518518518,108
718639.736842105,4482457.89473684,3,100,81.1754385964912,114
718518.970588235,4482090.44117647,4,100,83.0147058823529,136
726008.333333333,4481083.33333333,3,100,67.1296296296296,54
715623,4476455.35714286,2,100,86.8714285714286,140
715483.186813187,4476760.87912088,2,100,77.2417582417582,91
716878.090909091,4477055.18181818,3,100,80.9090909090909,110
716662.99270073,4477358.54014599,2,100,82.9197080291971,137
717801.486486487,4477566.89189189,4,100,78.054054054054,74
717659.375,4477805,4,100,71.3541666666667,48
723871.428571429,4480016.9047619,2,100,82.4603174603175,126
720450.205479452,4479446.30136986,2,100,82.4178082191781,146
721040.909090909,4479351.51515152,5,100,82.0808080808081,99
720505.3125,4479159.6875,2,100,78.5520833333333,96
720117.341772152,4479353.16455696,2,100,76.6075949367089,79
719932.142857143,4479238.57142857,6,100,75.7619047619048,42
719970.967741936,4479018.38709677,3,100,63.2258064516129,31
719829.130434783,4482506.08695652,2,100,67.804347826087,46
719788.235294118,4482612.35294118,2,100,46.0588235294118,17
719169.868421053,4482551.05263158,3,100,77.1447368421053,76
719278.714285714,4482292.71428571,2,100,75.0571428571429,70
716724.238410596,4482721.19205298,2,100,84.5496688741722,151
716191.304347826,4482551.30434783,5,100,83.8478260869565,138
716290.695652174,4482936.52173913,2,100,86.7347826086957,230
715498.73015873,4483134.92063492,2,100,85.1428571428571,189
715350.22556391,4482776.84210526,2,100,81.6842105263158,133
714835.555555556,4482865.18518519,3,100,82.5679012345679,162
713991.542553192,4481936.64893617,2,100,84.1117021276596,188
714344.464285714,4482287.67857143,4,100,72.8392857142857,56
715249.225352113,4482529.22535211,3,100,81.9859154929577,142
714056.022099448,4482542.98342541,2,100,79.8618784530387,181
712812.071005917,4484663.60946746,2,100,83.5739644970414,169
712687.152317881,4483916.22516556,3,100,83.1456953642384,151
712688.4375,4482562.5,3,100,87.1,160
713165.474452555,4482583.13868613,3,100,83.1532846715328,137
713058.347107438,4482891.32231405,2,100,81.7768595041322,121
708082.608695652,4494022.17391304,3,100,81.1014492753623,69
708038.181818182,4494252.46753247,8,100,82.1558441558442,77
707669.154929577,4494339.29577465,7,100,82.0281690140845,71
707709.512195122,4494078.65853659,2,100,82.0609756097561,82
707964.827586207,4493464.13793103,5,100,77.183908045977,87
708128.307692308,4493120.76923077,2,100,77.5076923076923,65
708388.623853211,4493346.05504587,4,100,79.651376146789,109
708353.235294118,4493026.17647059,2,100,80.078431372549,102
708594.255319149,4493076.38297872,6,100,72.7234042553192,47
708739.787234043,4493299.14893617,7,100,82.1808510638298,94
708990,4493325,2,80,50.2142857142857,14
708986.538461538,4493213.07692308,2,100,73.3653846153846,52
709337.787610619,4493242.56637168,4,100,79.4513274336283,113
709697.441860465,4493323.25581395,3,100,71.6046511627907,43
709917.169811321,4493321.32075472,3,100,67.9433962264151,53
710007.65625,4492958.90625,3,100,73.984375,64
710131.5,4492962,4,100,67.7333333333333,60
706443.882352941,4496364.70588235,2,100,76.3647058823529,85
706678.421052632,4496405.36842105,2,100,78.5789473684211,95
706826.603773585,4496502.45283019,4,100,71.8490566037736,53
705702.352941177,4495147.05882353,3,100,79.0588235294118,51
705648.813559322,4495386.10169492,2,100,76.406779661017,59
705901.666666667,4495170,5,100,70.6296296296296,54
706083.620689655,4495185.51724138,4,100,82.7931034482759,58
705867.5,4495412.5,4,100,76.8055555555556,36
706053.050847458,4495419.66101695,5,100,76.3050847457627,59
706341.5625,4495980.9375,3,100,80.171875,64
707341.779661017,4495616.44067797,2,100,81.1271186440678,118
706872.782608696,4495765.30434783,4,100,81.7304347826087,115
706440,4495470,14,100,71.2285714285714,35
706953.515625,4495511.71875,3,100,82.4140625,128
706587.631578947,4495472.36842105,3,100,74.4473684210526,38
706804.485981308,4495255.51401869,3,100,82.9719626168224,107
707370.491803279,4494807.29508197,2,100,81.1147540983606,122
707584.513274336,4495137.61061947,2,100,77.4778761061947,113
707835.849056604,4494652.0754717,7,100,81.3490566037736,106
701347.682926829,4491705.73170732,5,100,75.1707317073171,82
700856.746987952,4491717.28915663,3,100,85.3493975903614,166
700590.714285714,4490891.42857143,3,100,73.4404761904762,84
703590,4489830,20,100,66.3777777777778,45
703582.941176471,4489972.94117647,5,100,79.2521008403361,119
703590,4490235,6,100,81.8333333333333,150
701325,4491345,9,100,79.3645833333333,96
702058.705035971,4491698.63309352,6,100,92.158273381295,139
703621.304347826,4491243.91304348,2,100,72.4782608695652,46
703710,4491225,42,100,69.8333333333333,42
703785,4491225,9,100,59.625,56
702146.79144385,4491248.98395722,4,100,82.4705882352941,187
702465,4491240,10,100,82.9333333333333,120
702448.767123288,4491697.39726027,4,100,89.5342465753425,146
703215.882352941,4491564.70588235,6,100,66.3921568627451,51
703665,4491690,6,100,83.8076923076923,156
705961.714285714,4493661.85714286,3,100,75.9,70
705462.142857143,4493155.71428571,3,100,72.8333333333333,42
704024.835164835,4492817.47252747,2,100,79.3076923076923,91
705446.590909091,4493417.72727273,2,100,76.5568181818182,88
705777.692307692,4493424.23076923,3,100,83.8076923076923,156
705966.428571429,4493087.75510204,2,100,80.4489795918367,98
706783.278688525,4493443.7704918,2,100,74.6229508196721,61
707052.5,4493352.5,10,57,30.8333333333333,12
707258.181818182,4493489.45454545,7,100,76.0363636363636,55
706908.333333333,4493243.33333333,2,100,73.1111111111111,36
707142.717391304,4493157.06521739,3,100,78.3586956521739,92
707866.633663366,4493110.99009901,2,100,80.6138613861386,101
707737.857142857,4493477.14285714,3,100,78,84
705597.580645161,4496140.64516129,2,100,73.0967741935484,62
705785.238095238,4496275.23809524,2,100,74.8095238095238,63
706252.040816327,4496257.34693878,3,100,72.6734693877551,49
700137.352941177,4486930.58823529,2,100,83.7573529411765,136
699453.387096774,4488460.16129032,2,100,75.4677419354839,62
699219.568965517,4488027.15517241,4,100,82.3965517241379,116
698777.402597403,4487988.05194805,2,100,85.5497835497836,231
699605.384615385,4487380,4,100,77.4230769230769,78
699495,4487186.34146341,2,100,77.7073170731707,82
699937.127071823,4490057.40331492,2,100,83.585635359116,181
699971.298701299,4489402.98701299,4,100,77.1818181818182,77
699870,4489215,6,100,77.8108108108108,74
699767.391304348,4489035.2173913,2,100,75.9565217391304,69
699336.692307692,4488929.07692308,2,100,81.5692307692308,130
699476.202531646,4489192.40506329,2,100,75.3291139240506,79
700254.795918367,4489931.02040816,3,100,79.1122448979592,98
699642.830188679,4489530.75471698,2,100,82.6666666666667,159
700256.691176471,4491052.72058824,2,100,79.5441176470588,136
707116.753246753,4495999.87012987,3,100,77.8181818181818,77
701055,4485360,15,100,70.4285714285714,14
701220,4485233.33333333,6,100,83.7979797979798,99
699912,4486749,2,100,49.55,20
674494.285714286,4468081.71428571,2,100,53,35
674096.666666667,4470727.33333333,3,100,67.3222222222222,90
678191.320754717,4473596.03773585,3,100,64.2641509433962,53
678158,4473698.66666667,3,100,58.6666666666667,45
678078,4473760,2,100,60.8166666666667,60
679505.769230769,4474772.30769231,3,100,62.0769230769231,26
679549.024390244,4475359.02439024,4,100,58.1463414634146,41
679896.382978723,4475631.06382979,3,100,55.6808510638298,47
678746.707317073,4475848.53658537,4,100,80.3292682926829,82
678548.495575221,4475918.2300885,4,100,79.4690265486726,113
678770.666666667,4476136,2,100,66.6444444444444,45
679732.173913043,4475920.86956522,2,100,74.3478260869565,69
679662.985074627,4476364.02985075,2,100,72.5970149253731,67
679843.636363636,4476207.27272727,2,100,55.0909090909091,33
679290,4476900,2,61,23,9
679307.142857143,4476844.28571429,3,100,49.3571428571429,14
691788.75,4480618.875,2,100,77.35,80
691408.902439024,4480672.68292683,2,100,80.0121951219512,82
692496.666666667,4480225.83333333,2,100,76.6527777777778,72
693566.25,4480440.9375,2,100,80.7421875,128
695320.268456376,4480391.87919463,3,100,83.4161073825503,149
695317.090909091,4479991.09090909,4,100,72.8181818181818,55
696436.134453782,4480216.38655462,3,100,82.4621848739496,119
697421.386861314,4480150.94890511,2,100,84.4087591240876,137
698851.904761905,4480190.95238095,2,100,78.3174603174603,63
704212.258064516,4484450.80645161,2,100,70.1935483870968,62
663053.928571429,4468702.5,3,100,71.8095238095238,84
664077.352941177,4467401.47058824,3,100,67,34
665010,4467103.95348837,3,100,65.4883720930233,43
664702.75862069,4467207.93103448,2,100,70.6896551724138,58
664658.4375,4467075,7,100,66.25,32
665457.721518987,4466959.74683544,2,100,71.5696202531646,79
665892,4466828.4,3,100,67.2,50
665836.153846154,4466755.38461538,2,95,41.3846153846154,13
666252.169811321,4466788.30188679,6,100,73.4245283018868,106
667278.923076923,4467584.76923077,2,100,74.8,65
667537.647058823,4467567.64705882,6,100,74.9607843137255,51
667496.363636364,4467298.18181818,2,100,58.2121212121212,33
667507.058823529,4467194.11764706,5,100,63.5,34
667638.823529412,4466921.17647059,3,100,82.7647058823529,51
668310,4466715,4,100,60.76,50
670173.428571429,4466152.28571429,6,100,72.0571428571429,35
671445,4465305,4,100,41.5833333333333,12
660226.25,4467260,4,100,66.0833333333333,48
660816.534653465,4467181.78217822,2,100,74.3564356435644,101
661754.25,4467053.25,2,100,64.875,40
662466.25,4467143.75,2,100,68.8958333333333,48
662687.28,4467042,2,100,80.24,125
662196,4468153.2,2,100,66.8,25
662544,4468245.27272727,2,100,68.2909090909091,55
662155.2,4468447.2,2,100,56.04,25
678791.428571429,4490865.71428571,5,100,61.3809523809524,21
678875.660377358,4491066.22641509,3,100,66.6415094339623,53
678342.772277228,4489844.55445545,2,100,78.3069306930693,101
678619.830508475,4490066.94915254,3,100,72.1864406779661,59
678650.149253731,4489844.7761194,3,100,80.7761194029851,67
678861.25,4489831.25,3,100,60.8333333333333,24
678610.625,4490453.125,7,100,67.6666666666667,48
678705.714285714,4490343.33333333,2,100,76.9047619047619,63
679008.620689655,4489886.89655172,3,100,70.2068965517241,29
679024.038461538,4490089.03846154,2,100,73.6730769230769,52
679083.636363636,4490435.15151515,3,100,80.4141414141414,99
675726.363636364,4485340.90909091,2,100,63.7575757575758,33
675768,4485540,2,100,69.4444444444444,45
677352.941176471,4488265.88235294,2,100,69.9803921568627,51
676878.904109589,4490094.65753425,3,100,79.2465753424657,73
670095,4490085,21,50,38,4
670876.41509434,4490176.98113208,3,100,72.1509433962264,53
671631.333333333,4490202,2,100,74.8666666666667,45
662993.289473684,4484825.92105263,3,100,73.2368421052632,76
662704.756097561,4484920.6097561,2,100,83.5182926829268,164
662633.142857143,4483152.42857143,2,100,76.8428571428571,70
662465,4483198.57142857,4,100,72.0714285714286,42
661697.096774194,4480553.22580645,3,100,77.9354838709677,93
661057.090909091,4479864.54545455,3,100,70.2909090909091,55
660502.978723404,4479201.06382979,2,100,71.1914893617021,47
660683.684210526,4479310.52631579,2,100,75.1929824561404,57
660502.142857143,4479465,7,100,71.3095238095238,42
686964.705882353,4468383.52941176,2,100,53.6470588235294,34
684463.548387097,4467780.96774194,2,100,52.3763440860215,93
684767.142857143,4468314.89795918,3,100,83.4285714285714,147
654268.356164384,4468840.2739726,2,100,76.4520547945205,73
655546,4467926.66666667,2,100,64.3333333333333,45
657073.461538462,4467495,2,100,78.1923076923077,78
657964.122137405,4467723.4351145,6,100,85.4809160305343,131
681581.538461538,4478958.92307692,3,100,75.9692307692308,65
682609.8,4479747.6,3,100,69.56,50
682927.5,4479702.85714286,2,100,56.8928571428571,28
682850,4479500,2,100,76,75
683462.830188679,4479706.98113208,2,100,71.5849056603774,53
1193513.48233881,4525623.16398128,0.01,1,0.76280487804878,82
1193697.72223189,4525701.7122606,0.01,1,0.748219178082192,73
1193677.8420949,4525366.88349347,0.04,1,0.599166666666667,24
1193808.61590443,4525459.38349347,0.01,1,0.712698412698413,63
1233128.18300399,4511846.13674023,0.01,1,0.817727272727273,154
1232976.98683174,4512125.96244084,0.01,1,0.800701754385965,114
1232724.52066633,4511898.09777919,0.01,1,0.860619047619048,210
1233146.08238616,4511623.46116338,0.01,1,0.737864077669903,103
1232494.50876157,4511898.13349347,0.01,1,0.650555555555556,72
1232585.94923776,4511348.52635062,0.01,1,0.758190476190476,105
1232388.85399966,4511752.71682681,0.01,1,0.78484126984127,126
1233384.0920949,4511414.71682681,0.01,1,0.746222222222222,90
1233147.8420949,4511408.55016014,0.01,1,0.725416666666667,72
1232276.86987268,4512013.82793792,0.01,1,0.59962962962963,27
1233153.85015942,4512673.25446121,0.02,1,0.816612903225806,124
1233432.20020301,4512797.49160158,0.01,1,0.772702702702703,74
1233173.42199181,4513052.27009141,0.02,1,0.794845360824742,97
1232848.9551086,4512621.30130169,0.02,1,0.767397260273973,73
1232843.37780919,4513011.88349347,0.01,1,0.749166666666667,84
1232589.37780919,4512910.52635062,0.01,1,0.775904761904762,105
1233011.76926026,4513363.16302103,0.01,1,0.798818897637795,127
1232735.01802083,4513236.05016014,0.01,1,0.790123456790123,81
1231497.42542824,4513610.21682681,0.02,1,0.70875,72
1231403.18300399,4513563.92894802,0.04,0.98,0.485,22
1231237.91562431,4513503.79525818,0.02,1,0.791960784313726,102
1230776.24594106,4513362.6142627,0.01,1,0.802461538461538,130
1230719.0920949,4513190.29258438,0.01,1,0.770606060606061,66
1231011.70079055,4513225.03566739,0.01,1,0.70695652173913,46
1230775.9670949,4512985.32099347,0.01,1,0.784583333333333,96
1231080.90060554,4513028.10689773,0.01,1,0.792872340425532,94
1230301.94923776,4512982.59777919,0.01,1,0.849702380952381,168
1230438.32286413,4513215.53733963,0.03,1,0.667692307692308,39
1230146.07485352,4513177.05590727,0.01,1,0.783103448275862,116
1229888.0920949,4513396.71682681,0.02,1,0.764888888888889,90
1229554.73495205,4512547.66920776,0.02,1,0.824214285714286,140
1229258.23683174,4512486.817704,0.02,1,0.83421052631579,152
1229332.45658088,4512198.63582992,0.01,1,0.790373831775701,107
1229735.60585637,4512278.28257604,0.01,1,0.797064220183486,109
1229791.5920949,4512088.13349347,0.01,1,0.719166666666667,48
1230008.4670949,4512010.00849347,0.01,1,0.650625,48
1229646.95573127,4511909.97440256,0.01,1,0.816636363636364,220
1228926.39978721,4512191.69118578,0.03,1,0.832564102564103,78
1228902.70911618,4512049.59625943,0.04,1,0.727872340425532,47
1230307.24998964,4512700.17296716,0.04,1,0.648157894736842,38
1230149.47671029,4512691.3065704,0.03,1,0.774615384615385,78
1232472.03327137,4513114.08937583,0.01,0.71,0.351764705882353,17
1221842.17303485,4516166.77252742,0.01,1,0.876240208877285,383
1221653.48233881,4515822.85910323,0.02,1,0.829390243902439,164
1222531.98571192,4516024.14945092,0.01,1,0.847446808510638,235
1222165.85573127,4515658.36531165,0.01,1,0.857454545454545,275
1222694.0920949,4515611.45245899,0.01,1,0.829712643678161,174
1221798.82182463,4515497.76187185,0.01,1,0.788018018018018,111
1221934.64765046,4515170.86497495,0.01,1,0.827777777777778,162
1222342.98098379,4515232.30016014,0.02,1,0.850324074074074,216
1222998.42837809,4514923.10030763,0.01,1,0.857256637168142,226
1222547.19164241,4514831.28394596,0.01,1,0.862533936651584,221
1222164.12705994,4514649.59328368,0.01,1,0.863496503496504,286
1223135.45573127,4514523.92894802,0.02,1,0.851871657754011,187
1222346.74310161,4514178.64523844,0.01,1,0.819395973154362,149
1224569.87861176,4513728.82169572,0.02,1,0.776067415730337,89
1224825.54878782,4513666.23388717,0.02,1,0.844409448818898,127
1225364.79062431,4513518.20702288,0.01,1,0.860625,272
1224699.5920949,4513346.05016014,0.02,1,0.842833333333333,180
1224653.8747036,4512999.67334855,0.02,1,0.861932367149758,207
1224611.73360434,4512605.98726706,0.01,1,0.834088050314465,159
1224597.16901798,4512392.46041655,0.03,1,0.520769230769231,26
1224588.05761214,4512336.2800452,0.03,1,0.632758620689655,29
1225236.00484658,4512827.23584247,0.02,1,0.817785234899329,149
1224075.17372756,4511377.4243098,0.01,1,0.85734693877551,245
1224516.49667506,4511232.81860798,0.02,1,0.818473282442748,131
1224015.66743737,4510950.34239758,0.01,1,0.862009132420091,219
1223970.71264826,4510512.70365158,0.01,1,0.875731225296443,253
1224279.64765046,4510540.49460458,0.06,1,0.688703703703704,54
1224495.3420949,4510498.92296716,0.01,1,0.860263157894737,152
1224925.48098379,4511441.32793792,0.01,1,0.775092592592593,108
1224851.06883909,4511219.61605161,0.01,1,0.780232558139535,86
1224767.42542824,4510933.82793792,0.01,1,0.783796296296296,108
1224770.52066633,4510665.09777919,0.04,1,0.57,21
1224933.36236517,4510421.49160158,0.03,1,0.844216216216216,185
1225143.56268314,4511067.38349347,0.02,1,0.767529411764706,85
1223186.22080777,4509099.38349347,0.03,1,0.834752475247525,101
1223445.43355832,4509030.23715201,0.01,1,0.800487804878049,82
1223176.62634148,4508807.19171265,0.02,1,0.794383561643836,73
1223428.98571192,4508703.63881262,0.01,1,0.778936170212766,94
1223081.19735806,4508484.77823032,0.02,1,0.736315789473684,76
1223093.93080458,4508105.51252573,0.08,1,0.78752688172043,93
1223322.46051596,4508096.43612505,0.02,1,0.770842105263158,95
1223575.32586114,4508237.56531165,0.05,1,0.787272727272727,77
1223789.78516421,4508387.40329545,0.01,1,0.81039603960396,101
1224052.42542824,4508557.24063633,0.01,1,0.805952380952381,126
1224370.3165847,4508687.54675878,0.01,1,0.829251700680272,147
1224326.46051596,4509022.54138821,0.03,1,0.810964912280702,114
1223849.0920949,4508890.38349347,0.01,1,0.532333333333333,30
1223887.8420949,4508883.13349347,0.01,0.8,0.390416666666667,24
1223684.50025817,4508901.93451388,0.03,1,0.801734693877551,98
1223687.0920949,4508613.38349347,0.01,1,0.594333333333333,30
1223434.36482218,4507787.74712984,0.02,1,0.841212121212121,165
1223791.13754945,4507962.33803893,0.01,1,0.818712121212121,132
1224079.0920949,4508120.90349347,0.01,1,0.80664,125
1244429.49532071,4521636.23833218,0.01,1,0.806774193548387,124
1244255.75876157,4521553.82793792,0.01,1,0.489259259259259,27
1244321.0920949,4520868.52635062,0.01,1,0.736190476190476,105
1244389.0920949,4521401.78349347,0.01,1,0.5144,25
1244767.0920949,4521120.38349347,0.01,1,0.523,20
1244785.6545949,4521357.66474347,0.01,1,0.66484375,64
1244603.33737792,4521842.02500291,0.02,1,0.780566037735849,106
1244759.73725619,4521887.4480096,0.01,1,0.745698924731183,93
1244322.74594106,4521863.8065704,0.01,1,0.695961538461538,52
1247051.91818186,4521652.42697173,0.01,1,0.632173913043478,46
1247160.63055644,4521567.84503193,0.04,1,0.513076923076923,13
1247284.0920949,4521384.38349347,0.05,0.9,0.454166666666667,12
1247391.94923776,4521327.95492204,0.01,1,0.65047619047619,21
1247559.29617654,4521442.85288123,0.02,1,0.681224489795918,49
1247390.42542824,4521136.05016014,0.05,1,0.711111111111111,45
1246398.72624124,4517455.11520079,0.01,1,0.73280487804878,82
1246063.0920949,4517337.38349347,0.01,0.58,0.256,5
1245947.57310756,4517546.47210107,0.01,1,0.72379746835443,79
1246152.23495205,4517649.38349347,0.01,1,0.585142857142857,35
1245870.74677116,4517870.82234239,0.01,1,0.787553956834532,139
1246022.80638062,4518001.66920776,0.01,1,0.604571428571429,35
1245688.01101382,4517684.24835834,0.01,1,0.617297297297297,37
1245500.36869065,4517767.46859986,0.01,1,0.742127659574468,47
1246402.57035577,4523771.99218913,0.01,1,0.733768115942029,69
1246537.0920949,4523943.38349347,0.03,0.57,0.328,5
1246519.0920949,4523874.38349347,0.01,0.81,0.285,8
1246632.66352347,4524208.66920776,0.05,1,0.740892857142857,56
